,respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,twitter_users,insta_users,facebook_users,snap_users,youtube_users,web1f,web1g,web1h,web1i,twitter_time,insta_time,facebok_time,snap_time,youtube_time,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
911,100992,2,1,190115,1,2,31,1,31031,R,2,1,2,2,,2,2,,,,2,,2,2,2,2,,1,1,1,"my age i just have a cell phone make and answer calls, out in the boodies and dont need it",6,2,2,2,2,2,2,2,2,2,,,,,,1,2,2,0,,,,84,1,3,2,2,1,,,,1,,99,1,,2,2,,,2,1.1469254,1.2939267
912,100996,2,1,190115,1,2,19,2,19193,,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,1,,4,2,1,1,12,1,2,2,61,1,4,3,2,1,,,,1,,8,1,,2,2,,,1,0.9411694,1.1771275
913,100998,2,1,190115,1,3,22,4,22051,U,2,1,1,1,2,2,1,3,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,8,8,,,,,,2,1,2,0,,,,61,6,5,1,2,2,,,,2,,3,2,,1,,,,2,0.9994877,0.7304304
914,100999,2,1,190115,1,1,9,4,9003,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,2,1,2,1,,1,4,,3,1,1,1,30,1,2,1,45,1,6,4,2,1,,,,1,,8,2,,3,2,,,2,0.8049024,0.7081513
915,101000,2,1,190115,1,3,22,4,22051,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,2,1,1,1,,1,3,3,3,2,1,1,5,1,1,2,28,6,7,1,2,1,,,,1,,4,2,,1,,,,2,1.5179008,1.1904706
916,101001,2,1,190115,1,3,22,2,22017,U,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,2,2,1,1,2,1,2,2,1,,,2,1,2,1,1,0,,,,19,6,3,1,2,2,,,,2,,5,3,2,3,2,,,1,0.8227592,0.7473281
917,101002,2,1,190115,1,2,31,2,31109,,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,2,2,2,2,,2,2,,2,1,1,1,30,1,2,2,50,6,8,4,1,7,,,,5,1,9,5,9,1,,,,2,0.560009,0.3911966
918,101004,2,1,190115,1,2,27,5,27053,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,3,,,2,1,2,40,2,1,2,76,3,5,2,2,1,,,,1,,99,2,,1,,,,1,0.6970421,1.5393091
919,101005,2,1,190115,1,4,32,2,55073,U,2,2,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,8,1,1,2,,,2,,4,1,1,1,0,,,,41,1,3,1,2,1,,,,1,,8,1,,5,3,,,2,2.1275362,1.9185241
920,101006,2,1,190115,1,2,55,3,55139,S,2,1,1,1,5,2,1,2,,,1,3,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,5,,,2,1,2,98,1,2,2,80,1,3,3,2,1,,,,1,,3,3,1,2,2,,,2,1.2249611,1.3188982
921,101007,2,1,190115,1,2,26,3,26065,U,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,1,2,1,2,1,2,2,2,2,2,,2,,3,1,1,2,0,,,,49,3,6,1,2,1,,,,1,,9,1,,3,2,,,1,0.7156958,0.7370273
922,101009,2,1,190115,1,3,51,4,36061,U,2,2,1,1,2,1,2,,,,1,2,2,2,8,2,1,1,2,2,,3,1,1,1,1,1,1,2,2,2,3,2,1,3,2,1,1,2,12,1,2,2,33,6,4,4,1,7,,,,5,,98,8,8,5,3,,,1,1.7916505,1.5228876
923,101011,2,1,190115,1,3,45,2,45051,U,2,2,1,1,8,1,1,2,,,2,,,,,,,,,,,,2,2,1,2,1,1,2,2,2,,,2,,2,2,1,2,3,1,1,2,58,1,3,1,2,2,,,,2,,2,2,,3,3,,,2,2.1796789,2.0699671
924,101014,2,1,190115,1,4,15,4,48439,S,2,1,1,1,2,1,2,,,,1,1,1,2,1,2,1,1,2,2,,3,2,1,1,2,1,2,2,2,2,,3,1,,3,2,2,2,4,1,2,2,26,6,4,1,1,1,,,,1,1,4,1,,1,,,,2,1.9522335,1.5077578
925,101016,2,1,190115,1,2,27,5,27053,S,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,2,1,2,0,,,,56,1,6,1,2,1,,,,1,,9,3,1,2,2,,,1,0.4542308,0.4321028
926,101017,2,1,190115,1,3,48,5,48201,S,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,4,,3,1,1,2,2,2,1,1,62,1,6,3,2,1,,,,1,,9,1,,3,2,,,1,0.4750547,0.4566696
927,101018,2,1,190115,1,3,11,5,11001,U,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,1,2,2,1,1,1,1,2,,2,,,4,1,2,2,20,1,1,1,45,2,7,1,2,1,,,,1,,9,2,,4,3,,,1,1.1351191,1.0255136
928,101020,2,1,190115,1,3,1,2,28081,S,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,1,2,2,1,1,,3,3,,2,1,1,1,6,1,1,2,43,1,6,1,2,1,,,,1,,7,1,,5,2,,,2,0.7747807,0.6451471
929,101021,2,1,190115,1,3,5,1,5093,R,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,2,1,1,1,2,1,2,1,,,1,5,1,2,1,1,8,2,1,2,22,6,3,1,2,1,,,,1,,4,3,2,1,,,,2,0.9553748,0.7631892
930,101022,2,1,190115,1,1,25,4,25017,S,2,2,1,1,1,1,1,2,,,1,2,,,,,,,,,,,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,7,1,2,2,23,6,6,2,2,1,,,,1,,2,2,,3,3,,,2,1.5522686,1.1787543
931,101023,2,1,190115,1,2,17,2,17121,R,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,3,1,1,2,20,1,2,2,47,1,8,1,2,1,,,,1,,8,1,,2,2,,,2,0.6010848,0.4584356
932,101024,2,1,190115,1,3,48,5,48113,U,2,2,1,1,1,1,1,8,,,1,3,1,2,1,1,1,1,2,2,,1,2,1,1,2,1,2,2,1,2,,1,1,,1,1,1,1,30,1,2,2,29,6,3,2,2,9,,,,9,,2,3,9,3,1,,,2,2.22127,1.933975
933,101025,2,1,190115,1,1,36,3,2090,S,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,1,2,1,2,1,2,1,1,2,3,,2,,3,1,1,2,15,1,1,1,48,1,6,1,2,1,,,,1,,9,3,1,5,3,,,2,0.5797013,0.4914929
934,101029,2,1,190115,1,4,6,2,6073,S,2,2,2,1,3,2,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,1,2,2,2,,,3,,3,2,1,2,0,,,,42,1,1,4,2,1,,,,1,,3,2,,4,3,,,1,2.0592525,1.9185241
935,101030,2,1,190115,1,4,41,1,16001,R,2,2,1,1,4,2,2,,,,1,1,2,2,2,2,1,1,2,2,,3,2,2,2,2,1,2,2,2,2,,,,,3,1,2,1,5,1,1,2,27,2,3,4,1,9,,,,9,1,4,2,,4,2,,,2,1.5312732,1.5736383
936,101031,2,1,190115,1,4,6,2,6019,S,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,2,,3,2,1,2,5,1,2,1,50,1,6,1,2,1,,,,1,,6,1,,2,2,,,2,0.5006567,0.3985049
937,101032,2,1,190115,1,4,30,1,30029,R,2,2,1,2,3,2,2,,,,2,,1,2,1,2,,2,2,1,currently live with daughter not my own home,6,2,2,1,2,2,2,2,2,2,,,2,,,2,1,2,0,,,,81,5,3,3,2,1,,,,1,,1,4,9,1,,,,2,0.8811979,1.3812092
938,101033,2,1,190115,1,4,41,1,41019,U,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,1,1,1,2,2,2,1,2,,1,1,1,,2,1,1,10,1,2,1,23,1,6,1,2,1,,,,1,,2,3,1,2,2,,,2,0.6046843,0.5115724
939,101035,2,1,190115,1,4,53,2,53063,U,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,1,2,1,2,1,2,2,2,2,1,,1,,1,1,1,1,2,2,2,1,24,6,3,4,2,1,,,,1,,3,1,,3,3,,,2,0.8497967,0.6353681
940,101036,2,1,190115,1,4,6,1,6029,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,1,1,,3,1,1,2,0,,,,73,5,3,2,2,1,,,,1,,3,1,,1,,,,1,0.5481477,1.3812092
941,101037,2,1,190115,1,4,2,1,2110,R,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,1,2,1,2,1,2,2,1,1,4,,1,,3,2,1,1,10,1,2,2,32,2,6,1,2,1,,,,1,,8,1,,2,2,,,2,0.7520168,0.6260556
942,101038,2,1,190115,1,4,2,1,2110,R,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,3,2,1,1,15,1,1,2,32,1,6,2,2,1,,,,1,,6,2,,4,2,,,2,1.1944143,1.0644006
943,101039,2,1,190115,1,4,2,1,2170,S,2,1,1,1,4,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,1,1,2,2,66,1,7,6,2,1,,,,1,,3,4,9,3,3,,,2,0.3660352,0.4145405
944,101040,2,1,190115,2,4,6,5,6037,U,2,1,2,2,,1,2,,,,1,1,1,2,1,2,1,2,2,2,,3,2,1,1,2,1,1,2,2,2,,5,1,,1,2,2,2,0,,,,44,2,2,1,1,1,,,,1,3,2,4,2,2,2,,,2,1.8539291,1.6083647
945,101041,2,1,190115,1,4,35,3,35001,,2,1,2,2,,2,2,,,,1,1,2,2,1,1,2,2,1,2,,8,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,99,6,2,4,2,8,,,,9,,98,4,8,1,,,,2,0.8727015,0.7741009
946,101042,2,1,190115,1,4,49,4,49011,S,2,1,1,1,2,1,1,2,,,1,4,,,,,,,,,,,2,1,2,2,1,2,1,1,2,,1,,,1,1,1,1,2,2,1,2,31,1,6,1,2,1,,,,1,,6,2,,2,2,,,2,0.7611201,0.5759261
947,101045,2,1,190115,1,4,8,2,8069,U,2,1,1,1,4,2,1,2,,,1,2,,,,,,,,,,,2,2,2,1,1,2,1,2,2,,,,3,5,1,1,1,0,,,,59,1,5,1,2,1,,,,1,,7,1,,2,2,,,2,0.6267628,0.5285333
948,101046,2,1,190115,1,4,16,3,8059,S,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,1,1,1,2,,2,3,,4,1,1,1,2,1,2,2,36,1,6,2,2,1,,,,1,,7,2,,5,2,,,2,1.011388,0.88913
949,101047,2,1,190115,1,4,8,3,16001,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,1,1,1,2,,,1,,3,1,1,2,1,1,2,2,66,1,6,3,1,7,,,,5,3,9,2,,2,2,,,1,0.3547078,0.6451867
950,101048,2,1,190115,2,4,6,3,6095,U,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,3,,1,2,2,2,0,,,,48,4,3,2,1,7,,,,5,3,1,4,8,2,2,,,2,1.5724994,1.9301522
951,101049,2,1,190115,1,4,53,2,53061,U,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,1,,,2,,1,2,1,2,7,1,2,2,56,1,6,1,2,1,,,,1,,6,1,,3,3,,,2,0.3496762,0.3621883
952,101050,2,1,190115,1,4,6,1,6079,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,1,2,1,2,1,1,2,2,74,3,6,3,2,1,,,,1,,3,2,,1,,,,2,0.3660352,0.4145405
953,101052,2,1,190115,1,4,6,2,6065,S,2,1,1,1,2,1,1,2,,,2,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,3,,3,2,1,2,12,1,2,2,66,1,3,5,2,1,,,,1,,6,1,,2,2,,,2,1.0669488,1.1384603
954,101053,2,1,190115,1,4,53,3,53067,S,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,1,,,5,,2,1,1,2,12,1,2,1,61,1,7,1,2,1,,,,1,,8,2,,2,2,,,1,0.3474053,0.3621883
955,101054,2,1,190115,1,4,6,2,6065,U,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,1,2,2,2,4,1,2,1,2,1,1,1,8,1,1,1,20,6,3,1,1,1,,,,1,1,1,4,2,2,2,,,2,1.2020463,0.9290338
956,101055,2,1,190115,1,4,41,2,41047,S,2,1,1,1,2,2,1,2,,,1,3,,,,,,,,,,,2,2,2,2,1,1,2,2,2,,,,,4,1,1,1,4,1,2,2,51,1,8,1,2,1,,,,1,,9,1,,4,3,,,2,0.5006567,0.3985049
957,101058,2,1,190115,1,4,53,2,53061,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,1,2,2,1,2,1,2,1,5,1,,,1,1,2,2,23,1,2,2,21,6,4,1,1,1,,,,1,1,3,3,8,3,2,,,2,2.2433447,2.0699671
958,101060,2,1,190115,1,3,48,2,6073,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,2,1,1,1,2,2,1,1,3,,2,1,3,1,1,1,96,2,2,1,50,1,8,3,2,1,,,,1,,9,2,,2,2,,,2,0.6286412,0.4844995
959,101061,2,1,190115,1,4,6,5,6037,S,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,2,20,1,2,1,44,1,7,1,2,1,,,,1,,9,3,2,3,2,,,2,0.7856361,0.7035429
960,101062,2,1,190115,1,4,6,1,6089,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,1,2,1,1,0,,,,44,1,5,1,2,1,,,,1,,3,1,,5,3,,,2,1.5996653,1.6212849
961,101067,2,1,190115,1,4,6,4,6067,S,2,2,1,1,1,2,1,2,,,1,2,,,,,,,,,,,1,2,2,2,2,2,1,1,2,2,,,,,1,1,1,97,1,2,1,49,6,7,1,2,1,,,,1,,5,3,8,2,1,,,2,0.6647556,0.5782175
962,101068,2,1,190115,2,4,6,2,6065,S,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,2,2,2,8,,1,2,,1,2,2,1,0,,,,41,1,3,1,1,7,,,,5,3,3,3,1,5,2,,,2,1.456088,1.2130902
963,101070,2,1,190115,1,4,6,2,6085,U,2,2,1,1,2,1,2,,,,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,1,1,2,1,1,1,1,4,1,4,1,2,1,1,97,1,1,2,35,6,4,2,1,7,,,,5,1,3,2,,3,3,,,2,2.2433447,2.0699671
964,101071,2,1,190115,1,4,6,1,6061,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,1,1,2,1,1,1,1,,1,1,1,1,5,1,1,2,44,1,4,1,2,1,,,,1,,6,3,2,4,4,,,2,1.0396403,1.0226141
965,101072,2,1,190115,1,4,32,1,32031,U,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,1,1,2,2,2,2,,,1,3,1,2,1,1,6,1,2,2,43,3,7,1,2,1,,,,1,,7,1,,3,1,,,2,0.9469579,0.8722956
966,101073,2,1,190116,1,4,6,5,6081,U,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,1,2,2,2,,1,2,,1,1,1,1,5,1,1,1,24,1,2,4,2,1,,,,1,,98,1,,2,2,,,2,1.0819832,0.8423972
967,101075,2,1,190116,1,4,6,3,6001,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,2,2,1,2,2,,2,4,,,1,1,1,12,1,1,2,32,1,5,3,1,7,,,,5,1,99,3,1,9,9,,,1,2.2433447,2.0699671
968,101077,2,1,190116,1,1,34,3,34005,S,2,1,1,1,2,1,2,,,,1,3,2,2,1,2,1,1,2,2,,1,2,1,1,2,1,2,2,2,2,,2,2,,1,1,1,1,4,1,2,2,20,6,3,1,2,2,5,,,4,,7,3,8,4,3,,,1,1.186383,1.0936255
969,101078,2,1,190116,1,2,26,1,26007,R,2,1,1,2,3,1,1,1,8,,2,,2,2,8,2,,1,8,2,,,2,2,1,2,2,2,2,2,2,,,2,,,2,1,2,12,1,2,2,85,5,3,3,2,1,,,,1,,5,2,,1,,,,1,0.7134431,1.2939267
970,101083,2,1,190116,2,3,45,2,45091,,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,1,2,2,2,,,2,,1,2,2,2,1,1,2,2,30,9,3,2,1,1,,,,1,3,98,3,2,8,8,,,2,0.5205721,0.4060117
971,101085,2,1,190116,1,1,42,4,42003,S,2,2,1,1,2,1,2,,,,1,2,1,1,1,1,1,1,2,2,,3,2,2,1,2,1,2,2,2,2,,,3,,1,1,2,1,0,,,,73,3,4,3,2,3,,,,3,,3,2,,1,,,,1,0.7481099,2.0506741
972,101087,2,1,190116,1,3,12,2,12097,U,2,2,1,1,3,1,2,,,,1,1,1,1,2,1,2,2,2,2,,,2,1,1,2,1,1,1,2,2,,2,5,,2,2,2,2,0,,,,58,2,5,4,2,1,,,,1,,6,2,,3,3,,,2,1.1583124,1.2440521
973,101088,2,1,190116,1,3,12,4,12031,U,2,2,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,1,1,1,1,2,2,2,2,,3,3,3,1,2,1,1,22,1,2,2,35,6,3,1,2,1,,,,1,,6,1,,4,1,,,2,2.2433447,2.0699671
974,101090,2,1,190116,1,2,26,2,26065,R,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,1,,3,2,1,2,6,1,2,2,56,1,6,1,2,1,,,,1,,9,1,,5,4,,,1,0.4063445,0.3621883
975,101094,2,1,190116,1,1,42,4,42003,S,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,2,,5,2,1,2,8,1,2,2,77,1,8,2,2,1,,,,1,,8,3,1,3,3,,,1,0.4341725,0.4670418
976,101095,2,1,190116,1,3,13,3,13135,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,1,2,1,2,,1,1,,3,1,1,2,3,1,2,2,60,1,4,5,2,1,,,,1,,7,3,8,4,4,,,2,1.1076658,1.252816
977,101096,2,1,190116,1,3,37,2,37119,S,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,1,2,,,,,3,1,1,2,10,1,1,2,52,1,6,1,2,1,,,,1,,8,1,,6,2,,,1,0.5342101,0.4844995
978,101097,2,1,190116,1,2,39,4,39153,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,2,2,2,2,1,,,1,,,1,1,2,25,1,1,2,59,1,5,4,2,1,,,,1,,7,2,,2,2,,,1,0.8528828,1.0698539
979,101098,2,1,190116,1,4,8,3,21111,U,2,1,1,1,1,2,1,2,,,1,2,,,,,,,,,,,1,2,1,2,1,2,2,2,1,5,,5,,1,1,1,1,1,1,2,2,33,6,8,1,2,1,,,,1,,6,2,,1,,,,2,0.8031834,0.6381379
980,101099,2,1,190116,1,4,49,4,25011,U,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,1,1,1,2,,1,2,,3,2,1,2,6,1,1,2,25,6,3,1,2,1,,,,1,,6,4,2,2,2,,,2,0.9577131,0.7066952
981,101100,2,1,190116,1,3,10,4,10003,S,2,2,1,1,2,2,1,2,,,1,3,,,,,,,,,,,2,2,2,2,1,1,2,2,2,,,,,1,1,1,2,5,2,2,1,31,1,6,1,2,3,,,,3,,6,2,,2,2,,,2,1.4040452,1.1729468
982,101102,2,1,190116,1,3,40,1,26031,R,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,3,,3,1,1,1,3,1,1,2,41,1,3,1,2,1,,,,1,,6,3,1,3,2,,,2,1.6858749,1.5260904
983,101103,2,1,190116,1,3,12,4,51059,S,2,1,1,1,1,1,1,2,,,1,4,,,,,,,,,,,1,2,2,2,1,1,1,1,1,3,,,,1,1,1,1,50,1,1,2,40,1,8,1,2,2,,,,2,,9,3,1,6,2,,,2,0.6814925,0.5091822
984,101105,2,1,190116,1,2,39,4,39085,,2,1,1,1,2,1,2,,,,1,1,2,2,2,2,1,1,1,2,,5,1,1,1,8,1,1,2,2,2,3,2,2,,5,2,1,1,0,,,,43,6,2,4,2,1,,,,1,,2,4,8,2,2,,,1,1.3864143,1.3283701
985,101106,2,1,190116,1,1,36,4,36103,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,1,2,2,1,1,2,1,1,2,1,,,1,1,1,1,4,1,2,2,42,1,6,1,2,3,,,,3,,8,2,,5,2,,,2,0.9022083,0.739915
986,101107,2,1,190116,1,1,42,4,42007,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,4,,2,2,1,1,50,1,2,2,28,6,3,4,2,1,,,,1,,1,3,8,1,,,,1,0.7213413,0.8655
987,101109,2,1,190116,1,4,6,2,23013,S,2,2,1,1,2,1,2,,,,1,3,1,1,2,2,1,8,1,2,,5,1,1,2,2,1,1,2,1,2,1,5,,,4,2,1,2,10,1,1,2,59,3,7,1,2,1,,,,1,,5,2,,1,,,,2,0.5733218,0.5756087
988,101111,2,1,190116,1,1,36,3,36029,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,2,2,2,1,,3,1,3,2,2,1,1,4,1,1,2,25,2,5,4,2,1,,,,1,,1,3,1,2,2,,,1,2.2433447,2.0699671
989,101112,2,1,190116,1,2,26,5,26163,S,2,1,1,2,5,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,8,1,2,2,65,3,3,3,2,1,,,,1,,4,1,,3,3,,,2,1.6309654,1.7364169
990,101113,2,1,190116,1,2,39,3,39049,U,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,1,,,1,1,2,2,1,2,1,72,1,4,3,2,1,,,,1,,6,1,,2,2,,,1,0.7151904,1.1691845
991,101114,2,1,190116,1,2,18,3,18097,U,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,2,1,1,2,2,3,3,,2,1,1,1,8,1,1,1,32,1,6,1,2,1,,,,1,,9,1,,7,2,,,1,0.8194448,0.7341067
